query_id,hyperedge_id,resource_id,evidence_id,label,label_name,match_type,matched_fields,reason
Q003,H0180,Resource060,E0180,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q003,H0187,Resource063,E0187,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q003,H0188,Resource063,E0188,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q003,H0189,Resource063,E0189,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q003,H0154,Resource052,E0154,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0163,Resource055,E0163,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0202,Resource068,E0202,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0334,Resource112,E0334,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0343,Resource115,E0343,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0349,Resource117,E0349,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0358,Resource120,E0358,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0367,Resource123,E0367,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q003,H0019,Resource007,E0019,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0034,Resource012,E0034,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0139,Resource047,E0139,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0313,Resource105,E0313,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0319,Resource107,E0319,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0352,Resource118,E0352,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0370,Resource124,E0370,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q003,H0412,Resource138,E0412,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0166,Resource056,E0166,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q004,H0167,Resource056,E0167,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q004,H0168,Resource056,E0168,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q004,H0184,Resource062,E0184,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q004,H0185,Resource062,E0185,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q004,H0186,Resource062,E0186,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q004,H0151,Resource051,E0151,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0175,Resource059,E0175,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0193,Resource065,E0193,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0199,Resource067,E0199,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0331,Resource111,E0331,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0346,Resource116,E0346,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0364,Resource122,E0364,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0379,Resource127,E0379,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q004,H0019,Resource007,E0019,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0028,Resource010,E0028,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0205,Resource069,E0205,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0247,Resource083,E0247,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0292,Resource098,E0292,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0301,Resource101,E0301,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0370,Resource124,E0370,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q004,H0400,Resource134,E0400,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0166,Resource056,E0166,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q005,H0167,Resource056,E0167,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q005,H0168,Resource056,E0168,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q005,H0184,Resource062,E0184,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q005,H0185,Resource062,E0185,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q005,H0186,Resource062,E0186,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q005,H0151,Resource051,E0151,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0175,Resource059,E0175,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0193,Resource065,E0193,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0199,Resource067,E0199,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0331,Resource111,E0331,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0346,Resource116,E0346,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0364,Resource122,E0364,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0379,Resource127,E0379,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q005,H0007,Resource003,E0007,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0055,Resource019,E0055,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0073,Resource025,E0073,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0082,Resource028,E0082,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0154,Resource052,E0154,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0202,Resource068,E0202,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0268,Resource090,E0268,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q005,H0367,Resource123,E0367,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0166,Resource056,E0166,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0167,Resource056,E0167,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0168,Resource056,E0168,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0169,Resource057,E0169,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0170,Resource057,E0170,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0171,Resource057,E0171,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0172,Resource058,E0172,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0173,Resource058,E0173,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0174,Resource058,E0174,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0175,Resource059,E0175,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0176,Resource059,E0176,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0177,Resource059,E0177,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0178,Resource060,E0178,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0179,Resource060,E0179,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0180,Resource060,E0180,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0181,Resource061,E0181,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0182,Resource061,E0182,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0183,Resource061,E0183,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0187,Resource063,E0187,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0188,Resource063,E0188,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0189,Resource063,E0189,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0193,Resource065,E0193,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0194,Resource065,E0194,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0195,Resource065,E0195,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q006,H0184,Resource062,E0184,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q006,H0185,Resource062,E0185,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q006,H0190,Resource064,E0190,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q006,H0191,Resource064,E0191,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q006,H0046,Resource016,E0046,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0049,Resource017,E0049,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0052,Resource018,E0052,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0058,Resource020,E0058,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0064,Resource022,E0064,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0070,Resource024,E0070,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0079,Resource027,E0079,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0085,Resource029,E0085,1,partially_relevant,metadata_partial_match,level;goal,Hyperedge shares some metadata with the question but is not a primary expected answer.
Q006,H0001,Resource001,E0001,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0013,Resource005,E0013,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0016,Resource006,E0016,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0022,Resource008,E0022,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0025,Resource009,E0025,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0031,Resource011,E0031,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0034,Resource012,E0034,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q006,H0043,Resource015,E0043,0,not_relevant,random_negative,,Hyperedge is intentionally unrelated to provide negative training examples.
Q007,H0001,Resource001,E0001,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0002,Resource001,E0002,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0003,Resource001,E0003,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0007,Resource003,E0007,3,very_relevant,expected_resource,domain;topic;level;goal,Hyperedge belongs to an expected resource for this question.
Q007,H0008,Resource003,E0008,3,very_relevant,expected_resource,domain;topic;level;goal,Hyperedge belongs to an expected resource for this question.
Q007,H0009,Resource003,E0009,3,very_relevant,expected_resource,domain;topic;level;goal,Hyperedge belongs to an expected resource for this question.
Q007,H0013,Resource005,E0013,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0014,Resource005,E0014,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0015,Resource005,E0015,3,very_relevant,expected_resource,domain;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0019,Resource007,E0019,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0020,Resource007,E0020,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0021,Resource007,E0021,3,very_relevant,expected_resource,domain;topic;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0025,Resource009,E0025,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0026,Resource009,E0026,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0027,Resource009,E0027,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0031,Resource011,E0031,3,very_relevant,expected_resource,domain;topic;level;goal,Hyperedge belongs to an expected resource for this question.
Q007,H0032,Resource011,E0032,3,very_relevant,expected_resource,domain;topic;level;goal,Hyperedge belongs to an expected resource for this question.
Q007,H0033,Resource011,E0033,3,very_relevant,expected_resource,domain;topic;level;goal,Hyperedge belongs to an expected resource for this question.
Q007,H0037,Resource013,E0037,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0038,Resource013,E0038,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0039,Resource013,E0039,3,very_relevant,expected_resource,domain;level;goal;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0043,Resource015,E0043,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0044,Resource015,E0044,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0045,Resource015,E0045,3,very_relevant,expected_resource,domain;topic;level;skill,Hyperedge belongs to an expected resource for this question.
Q007,H0004,Resource002,E0004,2,relevant,metadata_strong_match,domain;level;goal,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0005,Resource002,E0005,2,relevant,metadata_strong_match,domain;level;goal,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0010,Resource004,E0010,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0011,Resource004,E0011,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0016,Resource006,E0016,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0017,Resource006,E0017,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0022,Resource008,E0022,2,relevant,metadata_strong_match,domain;topic;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0023,Resource008,E0023,2,relevant,metadata_strong_match,domain;topic;level;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0034,Resource012,E0034,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0035,Resource012,E0035,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0040,Resource014,E0040,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0041,Resource014,E0041,2,relevant,metadata_strong_match,domain;topic;level;goal;skill,Hyperedge is not in expected_resources but strongly matches the question metadata.
Q007,H0028,Resource010,E0028,1,partially_relevant,metadata_partial_match,domain;level,Hyperedge shares some metadata with the question but is not a primary expected answer.
